SP,noSP,sub
298.34824,208.28976,90.05848
130.12218,96.10691,34.01527
81.101654,73.429115,7.672539
176.75822,131.02682,45.7314
170.2839,121.25233,49.03157
273.92725,227.52216,46.40509
231.65396,147.95195,83.70201
122.40894,85.725075,36.683865
162.84808,96.72366,66.12442
131.67377,88.30267,43.3711
188.65157,144.35153,44.30004
134.00168,80.34801,53.65367
133.7869,82.88864,50.89826
219.19528,140.6923,78.50298
133.313,77.93903,55.37397
341.40265,270.81952,70.58313
116.56191,68.02614,48.53577
159.79747,92.80692,66.99055
133.52888,93.629456,39.899424
115.0997,65.72387,49.37583
190.05699,126.79119,63.2658
228.51463,170.83904,57.67559
162.01666,123.38591,38.63075
136.3087,84.74461,51.56409
217.03787,170.45518,46.58269
167.56535,108.7824,58.78295
215.97006,152.70103,63.26903
138.26408,75.29268,62.9714
222.62173,150.44656,72.17517
180.51884,117.59733,62.92151
156.04553,95.43948,60.60605
151.8366,105.66156,46.17504
114.82447,53.4252,61.39927
215.53957,150.77658,64.76299
191.85129,128.15251,63.69878
175.99622,118.18281,57.81341
175.50119,103.15867,72.34252
182.05638,138.44229,43.61409
170.50397,99.23165,71.27232
207.97575,140.78235,67.1934
189.56158,139.78575,49.77583
232.27647,181.141,51.13547
133.31548,75.93547,57.38001
124.833046,97.68002,27.153026
157.08607,93.19747,63.8886
200.38539,131.5982,68.78719
106.31463,64.800476,41.514154
136.63226,81.30044,55.33182
129.89375,81.981895,47.911855
104.361084,67.2195,37.141584
211.67442,130.05144,81.62298
258.2575,219.71158,38.54592
109.30475,69.55045,39.7543
195.15703,123.31408,71.84295
196.4443,152.373,44.0713
80.99334,59.183678,21.809662
216.04002,138.78127,77.25875
110.1701,60.13437,50.03573
254.45964,217.4585,37.00114
144.94609,96.09407,48.85202
176.31378,124.44481,51.86897
119.93935,67.93159,52.00776
115.40501,74.46488,40.94013
207.59918,136.04343,71.55575
222.85542,158.1539,64.70152
221.01279,183.42126,37.59153
