budget,acc
0.01,0.7462999820709229
0.02010204081632653,0.7246000170707703
0.030204081632653063,0.6837000250816345
0.04030612244897959,0.6241999864578247
0.05040816326530612,0.5575000047683716
0.06051020408163265,0.49380001425743103
0.07061224489795918,0.4325999915599823
0.08071428571428571,0.3878999948501587
0.09081632653061224,0.35030001401901245
0.10091836734693876,0.31769999861717224
0.11102040816326529,0.28870001435279846
0.12112244897959183,0.26269999146461487
0.13122448979591836,0.24220000207424164
0.1413265306122449,0.23409999907016754
0.15142857142857144,0.22010000050067902
0.16153061224489795,0.20520000159740448
0.1716326530612245,0.19519999623298645
0.18173469387755103,0.19370000064373016
0.19183673469387755,0.1817999929189682
0.2019387755102041,0.1770000010728836
0.2120408163265306,0.17419999837875366
0.22214285714285714,0.16920000314712524
0.23224489795918368,0.16329999268054962
0.2423469387755102,0.15790000557899475
0.2524489795918367,0.15970000624656677
0.26255102040816325,0.1543000042438507
0.2726530612244898,0.15119999647140503
0.28275510204081633,0.14970000088214874
0.29285714285714287,0.14970000088214874
0.3029591836734694,0.1459999978542328
0.3130612244897959,0.14830000698566437
0.32316326530612244,0.1445000022649765
0.333265306122449,0.14399999380111694
0.3433673469387755,0.14180000126361847
0.35346938775510206,0.14419999718666077
0.36357142857142855,0.14270000159740448
0.3736734693877551,0.1428000032901764
0.3837755102040816,0.1370999962091446
0.39387755102040817,0.13830000162124634
0.4039795918367347,0.1412999927997589
0.4140816326530612,0.13660000264644623
0.42418367346938773,0.1370999962091446
0.4342857142857143,0.1339000016450882
0.4443877551020408,0.13750000298023224
0.45448979591836736,0.133200004696846
0.4645918367346939,0.13109999895095825
0.4746938775510204,0.13130000233650208
0.4847959183673469,0.12939999997615814
0.49489795918367346,0.13249999284744263
0.505,0.12729999423027039
0.5151020408163265,0.1290999948978424
0.5252040816326531,0.13089999556541443
0.5353061224489796,0.12710000574588776
0.5454081632653062,0.1282999962568283
0.5555102040816327,0.12690000236034393
0.5656122448979591,0.12489999830722809
0.5757142857142857,0.1281999945640564
0.5858163265306122,0.12240000069141388
0.5959183673469388,0.125900000333786
0.6060204081632653,0.1266999989748001
0.6161224489795918,0.12620000541210175
0.6262244897959184,0.12700000405311584
0.6363265306122449,0.12349999696016312
0.6464285714285715,0.12409999966621399
0.656530612244898,0.121799997985363
0.6666326530612244,0.12020000070333481
0.676734693877551,0.12300000339746475
0.6868367346938775,0.1256999969482422
0.6969387755102041,0.12710000574588776
0.7070408163265306,0.12269999831914902
0.7171428571428571,0.12240000069141388
0.7272448979591837,0.12380000203847885
0.7373469387755102,0.12309999763965607
0.7474489795918368,0.11969999969005585
0.7575510204081632,0.11919999867677689
0.7676530612244897,0.11909999698400497
0.7777551020408163,0.1193000003695488
0.7878571428571428,0.12530000507831573
0.7979591836734694,0.11999999731779099
0.8080612244897959,0.12280000001192093
0.8181632653061224,0.11900000274181366
0.828265306122449,0.11890000104904175
0.8383673469387755,0.12060000002384186
0.8484693877551021,0.120899997651577
0.8585714285714285,0.12080000340938568
0.8686734693877551,0.11940000206232071
0.8787755102040816,0.11509999632835388
0.8888775510204081,0.12070000171661377
0.8989795918367347,0.1185000017285347
0.9090816326530612,0.12099999934434891
0.9191836734693878,0.11460000276565552
0.9292857142857143,0.11569999903440475
0.9393877551020408,0.11500000208616257
0.9494897959183674,0.11479999870061874
0.9595918367346938,0.11599999666213989
0.9696938775510204,0.11829999834299088
0.9797959183673469,0.12049999833106995
0.9898979591836734,0.11749999970197678
1.0,0.11580000072717667
