real_mean,est_mean,real_S,est_S
2.4536426,3.2572173853489192,1.0286165,0.8335115227257632
2.4536426,2.044178968523333,1.0286165,0.4351304833028038
2.4536426,3.0112785757494764,1.0286165,0.9774234464946889
2.4536426,2.282058022344203,1.0286165,1.3377455332368493
2.4536426,4.142259336074514,1.0286165,0.048603263545644815
2.4536426,2.6813238855007997,1.0286165,0.8886877796936935
2.4536426,1.6907529817853129,1.0286165,0.16468367567299724
2.4536426,2.8709903697944084,1.0286165,0.7391642494112654
2.4536426,3.0882513247376373,1.0286165,0.538893747970528
2.4536426,2.658764546528481,1.0286165,1.9054104336689546
2.4536426,1.1697195277946981,1.0286165,0.3758669094824414
2.4536426,2.7722043370102707,1.0286165,0.2806524761051099
2.4536426,2.2637910381302384,1.0286165,0.3302991881303403
2.4536426,1.9733697848031184,1.0286165,0.6083209825541106
2.4536426,2.9282691759703035,1.0286165,0.1258618368642732
2.4536426,2.863704179744032,1.0286165,0.4707947275960329
2.4536426,1.5153132007111045,1.0286165,0.027167219908041162
2.4536426,1.7962134108060264,1.0286165,0.3466683235458551
2.4536426,1.8167697405411762,1.0286165,0.5093359635783377
2.4536426,2.6395341110182153,1.0286165,0.19375489422894243
2.4536426,1.871429642575463,1.0286165,0.6663749211555928
2.4536426,3.1572410508905735,1.0286165,0.7066807672953497
2.4536426,2.959615258501202,1.0286165,0.6482622599258061
2.4536426,1.690666417515935,1.0286165,1.054028558382805
2.4536426,1.7453885721711537,1.0286165,1.078179228837798
2.4536426,3.3939950741255798,1.0286165,0.4168433347643967
2.4536426,3.3514231777466676,1.0286165,0.021461242757014443
2.4536426,2.268233111152849,1.0286165,0.30172465671227044
2.4536426,3.3610063892097193,1.0286165,0.12358726271127041
2.4536426,2.3587720599715865,1.0286165,0.36520160956954095
2.4536426,3.603369208371429,1.0286165,1.1127978105938037
2.4536426,3.6820388505322765,1.0286165,0.25545260570652983
2.4536426,3.2433860545136026,1.0286165,1.1256439354950787
2.4536426,3.090831761726762,1.0286165,1.615543392069976
2.4536426,2.855589231135465,1.0286165,0.8879821162381432
2.4536426,1.415622327155766,1.0286165,0.5522715823336207
2.4536426,2.0591133190055464,1.0286165,0.10666773160832732
2.4536426,3.7732186934627823,1.0286165,0.1866075745820044
2.4536426,2.4550601400061423,1.0286165,0.24860144827918607
2.4536426,3.457973809968975,1.0286165,0.09023217162503316
2.4536426,2.345693563806403,1.0286165,0.3206186875139714
2.4536426,1.9085751504510737,1.0286165,1.0041820090090634
2.4536426,2.660775339830395,1.0286165,0.7598155256598572
2.4536426,1.0718516479284885,1.0286165,0.38838813942673256
2.4536426,3.8759122103687407,1.0286165,0.18414288110853594
2.4536426,3.140146457317625,1.0286165,0.8646563758385923
2.4536426,2.0729009267451706,1.0286165,0.6243717209844002
2.4536426,2.0107467408909248,1.0286165,1.3621439619268016
2.4536426,1.399988232245247,1.0286165,0.22715255373810284
2.4536426,2.1166743409415334,1.0286165,0.6195634687272406
2.4536426,1.8201089343876728,1.0286165,0.533044808233957
2.4536426,2.2003656093917265,1.0286165,0.9438168895404352
2.4536426,2.589190830944885,1.0286165,0.6519380473953895
2.4536426,2.2424428368115743,1.0286165,0.5487352688601272
2.4536426,3.4618826525391073,1.0286165,1.4067883674938184
2.4536426,1.635010601106548,1.0286165,0.7007407847013675
2.4536426,2.8495898398229356,1.0286165,0.08285143616620538
2.4536426,1.1987683195455707,1.0286165,0.20566660022580374
2.4536426,2.033844082543993,1.0286165,0.9083416494160108
2.4536426,2.0766937028178507,1.0286165,0.03912178408972622
2.4536426,3.9546003753453407,1.0286165,0.2679283585909158
2.4536426,2.41437319979953,1.0286165,0.25973486887409636
2.4536426,3.3335582274754545,1.0286165,0.3401330881431861
2.4536426,1.3781143483357408,1.0286165,0.9311293263603093
2.4536426,2.6200511100924233,1.0286165,0.33347293692167157
2.4536426,2.1741893202869034,1.0286165,0.391619130688178
2.4536426,2.6961088211686772,1.0286165,0.0686559964643445
2.4536426,2.082310650854599,1.0286165,1.1184317769884953
