real_mean,est_mean,real_S,est_S
2.4536426,2.532455213295803,1.0286165,0.5186324392648018
2.4536426,2.457543427926794,1.0286165,0.6325563871536517
2.4536426,2.36361551451368,1.0286165,0.7369703073529266
2.4536426,1.9614113570696035,1.0286165,0.32752723094698566
2.4536426,2.736835090013114,1.0286165,1.1605305953878196
2.4536426,3.289874017701839,1.0286165,0.47779059085076137
2.4536426,1.7646087815810463,1.0286165,0.7316821047759088
2.4536426,2.018221108031546,1.0286165,0.9947392810417417
2.4536426,2.6847846126687207,1.0286165,0.19984462901969047
2.4536426,2.5344197502650476,1.0286165,0.5817407659089623
2.4536426,3.632565388807854,1.0286165,0.18076116910447104
2.4536426,1.9904023612259945,1.0286165,0.2703145630196495
2.4536426,1.1859924059720979,1.0286165,0.5248050192008524
2.4536426,1.6337345098621587,1.0286165,0.8737562417591392
2.4536426,2.5139566664292703,1.0286165,0.3833651347519884
2.4536426,1.7091826260334182,1.0286165,0.10075403192731158
2.4536426,2.905734743901505,1.0286165,0.6344544743062466
2.4536426,2.765757796586474,1.0286165,0.555122363128923
2.4536426,3.312387073397646,1.0286165,0.5460464159540916
2.4536426,3.688593395944879,1.0286165,0.2299209923219272
2.4536426,3.1027200080706923,1.0286165,1.3685944013736897
2.4536426,2.6787184999408966,1.0286165,0.943299462710631
2.4536426,2.1949146236742427,1.0286165,1.1658055831092133
2.4536426,2.932891924631611,1.0286165,1.585091277471428
2.4536426,0.8430751753919856,1.0286165,0.14019455350814725
2.4536426,4.468481228495156,1.0286165,1.2252420375454562
2.4536426,1.8422327237121756,1.0286165,1.1545512143559813
2.4536426,3.3865243729484593,1.0286165,0.294642906068338
2.4536426,1.5969578281773495,1.0286165,0.07257625306793525
2.4536426,2.453813783083671,1.0286165,1.2636109247994773
2.4536426,3.17612819508421,1.0286165,0.16861419196468752
2.4536426,2.1650792869477495,1.0286165,0.5403312187845859
2.4536426,2.2991428121111532,1.0286165,1.063593418102702
2.4536426,1.1770603802780168,1.0286165,1.0820572609260999
2.4536426,2.652397528611406,1.0286165,0.05548643727637903
2.4536426,3.12117755871106,1.0286165,0.2160694906867089
2.4536426,2.502699126429385,1.0286165,0.3204619131849298
2.4536426,2.5190943214716435,1.0286165,0.8104884882944847
2.4536426,2.4167579414392817,1.0286165,0.4593049384933945
2.4536426,2.1703666523564866,1.0286165,0.1932435110723798
2.4536426,1.7608421736323843,1.0286165,0.29698832684885934
2.4536426,2.030773198589614,1.0286165,0.518367826823533
2.4536426,0.7904826425468178,1.0286165,0.1062492663986897
2.4536426,2.1913388531102105,1.0286165,0.7122428691265167
2.4536426,2.158699092695921,1.0286165,0.8621008665550005
2.4536426,1.4528458103435296,1.0286165,0.7726552747568632
2.4536426,1.794669418873443,1.0286165,1.364386275887874
2.4536426,3.8326438041383852,1.0286165,0.5378138646037733
2.4536426,2.7053995694542907,1.0286165,0.5292078693226683
2.4536426,2.8710694775253724,1.0286165,0.5040625595028982
2.4536426,3.4633404627652182,1.0286165,0.4479747711192723
2.4536426,1.9746370216756723,1.0286165,0.2808673188885621
2.4536426,2.542698664661859,1.0286165,0.6200082148517345
2.4536426,2.2821104185231715,1.0286165,0.2014287085565143
2.4536426,1.0773674294553406,1.0286165,0.33610578721877205
2.4536426,2.7786458579510307,1.0286165,0.24419675403794772
2.4536426,3.537639633722275,1.0286165,0.46880621860093874
2.4536426,1.4785348582004807,1.0286165,0.25640636072743117
2.4536426,2.5105620396906057,1.0286165,0.7263852179453838
2.4536426,2.7741943867371273,1.0286165,0.6225773357775477
2.4536426,2.8230477828333793,1.0286165,0.3175728943819254
2.4536426,3.0108994143274064,1.0286165,0.8775125601416267
2.4536426,1.3276408085351514,1.0286165,1.386280159273285
2.4536426,2.1290421675659035,1.0286165,1.075550149212972
2.4536426,2.143369950374377,1.0286165,0.0075845960349010255
2.4536426,1.7984099120025163,1.0286165,1.1026503351058794
2.4536426,3.490837518488295,1.0286165,1.4339806536336595
2.4536426,3.51135135354409,1.0286165,0.2249434578442835
2.4536426,2.4134712143742862,1.0286165,0.4919029490814766
2.4536426,2.3051624096641334,1.0286165,0.48137358251038753
2.4536426,3.400605903135095,1.0286165,0.24275302374678764
2.4536426,1.797047399964709,1.0286165,0.5416389892283351
2.4536426,1.0799218336294705,1.0286165,0.38642008764285896
2.4536426,1.8335523752746876,1.0286165,1.4322569262787608
2.4536426,3.0629612573573404,1.0286165,0.20144256636034075
2.4536426,2.1338160912557456,1.0286165,0.74784924076456
2.4536426,3.0172696783249853,1.0286165,0.3244623495284704
2.4536426,2.9919885798214354,1.0286165,0.5247332220367793
2.4536426,1.4455164136378502,1.0286165,0.7788427242105677
2.4536426,2.6436874170074693,1.0286165,0.298615525258324
2.4536426,2.2761957830259343,1.0286165,0.0008245393506143284
2.4536426,4.396683165338155,1.0286165,0.517561098230988
2.4536426,3.1756475535104363,1.0286165,0.21162715900211837
2.4536426,2.3215787019048406,1.0286165,0.6175662976938902
2.4536426,4.103947387449585,1.0286165,0.8178800951013854
2.4536426,2.2956544563419667,1.0286165,0.47329931624061783
2.4536426,2.9427196150858794,1.0286165,0.42831328087313314
2.4536426,2.168294592555065,1.0286165,0.8087792305260506
2.4536426,2.4014643344962385,1.0286165,0.32004250232329023
2.4536426,2.080538629183545,1.0286165,0.18172653018063256
2.4536426,2.912114280417349,1.0286165,0.2072227277410903
2.4536426,2.2656469305766898,1.0286165,0.7189376547772393
2.4536426,2.3764885393990207,1.0286165,0.6517553827340208
2.4536426,2.7732588035591563,1.0286165,0.23738592294102756
2.4536426,2.5644082669033628,1.0286165,0.2884378690186753
2.4536426,2.6461842315916586,1.0286165,0.1577302970253014
2.4536426,2.1366805924657273,1.0286165,0.9162822934779555
2.4536426,1.4707223942621943,1.0286165,0.4728622210947995
2.4536426,2.0014075596852083,1.0286165,0.7897391695368613
2.4536426,1.961135473477249,1.0286165,0.491876669243419
